node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CLU	HSP90AA1	9606.ENSP00000315130	9606.ENSP00000335153	0	0	0	0	0.042	0.324	0	0.372	0.557
CLU	JUN	9606.ENSP00000315130	9606.ENSP00000360266	0	0	0	0	0.042	0	0	0.574	0.574
CLU	GAPDH	9606.ENSP00000315130	9606.ENSP00000380070	0	0	0	0	0.057	0	0	0.572	0.579
CLU	GPX3	9606.ENSP00000315130	9606.ENSP00000373477	0	0	0	0	0.103	0	0	0.570	0.597
CLU	RBP3	9606.ENSP00000315130	9606.ENSP00000463151	0	0	0	0	0.373	0	0	0.419	0.620
CLU	TF	9606.ENSP00000315130	9606.ENSP00000385834	0	0	0	0	0.130	0.238	0	0.487	0.630
CLU	MAPT	9606.ENSP00000315130	9606.ENSP00000340820	0	0	0	0	0.082	0.292	0	0.571	0.696
CNGA1	GUCA1A	9606.ENSP00000384264	9606.ENSP00000053469	0	0	0	0	0.077	0	0.500	0.519	0.758
CNGA1	RCVRN	9606.ENSP00000384264	9606.ENSP00000226193	0	0	0	0	0.109	0	0	0.561	0.592
CNGA1	GNAT1	9606.ENSP00000384264	9606.ENSP00000232461	0	0	0	0	0.074	0	0.500	0.566	0.781
CNGA1	GNGT1	9606.ENSP00000384264	9606.ENSP00000248572	0	0	0	0	0.056	0	0	0.636	0.642
CNGA1	PDE6A	9606.ENSP00000384264	9606.ENSP00000255266	0	0	0	0	0.095	0.071	0.500	0.851	0.929
CNGA1	ROM1	9606.ENSP00000384264	9606.ENSP00000278833	0	0	0	0	0.103	0	0	0.768	0.783
CNGA1	RHO	9606.ENSP00000384264	9606.ENSP00000296271	0	0	0	0	0.119	0	0	0.782	0.800
CNGA1	PDE6G	9606.ENSP00000384264	9606.ENSP00000328412	0	0	0	0	0.074	0	0.500	0.797	0.898
CNGA1	RGR	9606.ENSP00000384264	9606.ENSP00000352427	0	0	0	0	0.087	0	0	0.484	0.509
CNGA1	NRL	9606.ENSP00000384264	9606.ENSP00000454062	0	0	0	0	0.042	0	0	0.710	0.710
CNGA1	NR2E3	9606.ENSP00000384264	9606.ENSP00000482504	0	0	0	0	0.066	0.045	0	0.733	0.741
CP	FTL	9606.ENSP00000264613	9606.ENSP00000366525	0	0	0	0	0.074	0	0	0.500	0.517
CP	GAPDH	9606.ENSP00000264613	9606.ENSP00000380070	0	0	0	0	0.103	0	0	0.557	0.586
CP	GPX3	9606.ENSP00000264613	9606.ENSP00000373477	0	0	0	0	0.062	0	0	0.642	0.650
CP	RPL13A	9606.ENSP00000264613	9606.ENSP00000375730	0	0	0	0	0	0	0	0.746	0.746
CP	TF	9606.ENSP00000264613	9606.ENSP00000385834	0	0	0	0	0.190	0.238	0	0.754	0.835
CRABP1	RBP3	9606.ENSP00000299529	9606.ENSP00000463151	0	0	0	0	0	0	0	0.674	0.674
CRYAB	HSP90AA1	9606.ENSP00000433560	9606.ENSP00000335153	0	0	0	0	0.103	0	0.400	0.532	0.726
CRYAB	HSPA1A	9606.ENSP00000433560	9606.ENSP00000364802	0	0	0	0	0.068	0.071	0.400	0.473	0.690
CRYAB	VIM	9606.ENSP00000433560	9606.ENSP00000446007	0	0	0	0	0.114	0.045	0	0.656	0.684
DDX17	HNRNPA2B1	9606.ENSP00000380033	9606.ENSP00000346694	0	0	0	0	0.373	0.109	0	0.352	0.606
DDX17	YBX1	9606.ENSP00000380033	9606.ENSP00000361626	0.044	0	0	0	0.069	0.345	0	0.517	0.682
DDX17	RPS6	9606.ENSP00000380033	9606.ENSP00000369757	0	0	0	0	0.140	0.091	0	0.530	0.600
DDX17	LUC7L3	9606.ENSP00000380033	9606.ENSP00000376919	0	0	0	0	0.288	0.114	0	0.537	0.682
DST	MAP1B	9606.ENSP00000307959	9606.ENSP00000296755	0	0	0	0	0.174	0	0	0.570	0.629
DUSP1	HSPA1A	9606.ENSP00000239223	9606.ENSP00000364802	0	0	0	0	0.093	0.050	0	0.581	0.607
DUSP1	H3F3B	9606.ENSP00000239223	9606.ENSP00000254810	0	0	0	0	0.083	0.067	0	0.588	0.616
DUSP1	JUNB	9606.ENSP00000239223	9606.ENSP00000303315	0	0	0	0	0.544	0.091	0	0.328	0.698
DUSP1	IER2	9606.ENSP00000239223	9606.ENSP00000465617	0	0	0	0	0.346	0	0	0.632	0.749
DUSP1	JUN	9606.ENSP00000239223	9606.ENSP00000360266	0	0	0	0	0.482	0.103	0	0.824	0.911
DUSP1	FOS	9606.ENSP00000239223	9606.ENSP00000306245	0	0	0	0	0.801	0.130	0	0.795	0.961
EEF1A1	RPL18A	9606.ENSP00000339063	9606.ENSP00000222247	0	0	0	0	0.853	0.915	0.500	0.545	0.996
EEF1A1	RPL19	9606.ENSP00000339063	9606.ENSP00000225430	0	0	0	0	0.699	0.800	0.500	0.513	0.983
EEF1A1	RPS12	9606.ENSP00000339063	9606.ENSP00000230050	0	0	0	0	0.710	0.810	0.500	0.293	0.978
EEF1A1	RPL35	9606.ENSP00000339063	9606.ENSP00000259469	0	0	0	0	0.475	0.867	0.500	0.225	0.969
EEF1A1	RPL8	9606.ENSP00000339063	9606.ENSP00000262584	0	0	0	0	0.638	0.800	0.500	0.673	0.986
EEF1A1	RPS11	9606.ENSP00000339063	9606.ENSP00000270625	0	0	0	0	0.814	0.841	0.500	0.548	0.992
EEF1A1	RPS27A	9606.ENSP00000339063	9606.ENSP00000272317	0	0	0	0	0.548	0.876	0.500	0.500	0.984
EEF1A1	RPL37	9606.ENSP00000339063	9606.ENSP00000274242	0	0	0	0	0.314	0.867	0.500	0.199	0.958
EEF1A1	RPS3	9606.ENSP00000339063	9606.ENSP00000278572	0	0	0	0	0.910	0.874	0.500	0.654	0.997
EEF1A1	RPL29	9606.ENSP00000339063	9606.ENSP00000294189	0	0	0	0	0.395	0.800	0.500	0.329	0.954
EEF1A1	RPS23	9606.ENSP00000339063	9606.ENSP00000296674	0.111	0	0	0	0.580	0.913	0.500	0.546	0.991
EEF1A1	RPL13	9606.ENSP00000339063	9606.ENSP00000307889	0	0	0	0	0.761	0.867	0.500	0.503	0.991
EEF1A1	RPS15A	9606.ENSP00000339063	9606.ENSP00000318646	0	0	0	0	0.518	0.905	0.500	0.229	0.980
EEF1A1	HSP90AA1	9606.ENSP00000339063	9606.ENSP00000335153	0	0	0	0	0.473	0.304	0	0.726	0.891
EEF1A1	FTL	9606.ENSP00000339063	9606.ENSP00000366525	0	0	0	0	0.318	0	0	0.321	0.517
EEF1A1	PTMA	9606.ENSP00000339063	9606.ENSP00000344547	0	0	0	0	0.414	0	0	0.247	0.540
EEF1A1	HNRNPA2B1	9606.ENSP00000339063	9606.ENSP00000346694	0	0	0	0	0.335	0.084	0	0.344	0.566
EEF1A1	HSPA1A	9606.ENSP00000339063	9606.ENSP00000364802	0	0.025	0	0	0.109	0.080	0	0.534	0.584
EEF1A1	MAPT	9606.ENSP00000339063	9606.ENSP00000340820	0	0	0	0	0.089	0.525	0	0.167	0.608
EEF1A1	YBX1	9606.ENSP00000339063	9606.ENSP00000361626	0	0	0	0	0.199	0.442	0	0.341	0.680
EEF1A1	NACA	9606.ENSP00000339063	9606.ENSP00000448035	0	0	0	0	0.689	0	0	0	0.689
EEF1A1	UBC	9606.ENSP00000339063	9606.ENSP00000441543	0	0	0	0	0.485	0.113	0	0.587	0.795
EEF1A1	RPL41	9606.ENSP00000339063	9606.ENSP00000449026	0	0	0	0	0.261	0.363	0.500	0.340	0.823
EEF1A1	RPS29	9606.ENSP00000339063	9606.ENSP00000379339	0	0	0	0	0.396	0.800	0.500	0.237	0.947
EEF1A1	RPL36	9606.ENSP00000339063	9606.ENSP00000464342	0	0	0	0	0.323	0.800	0.500	0.318	0.947
EEF1A1	TPT1	9606.ENSP00000339063	9606.ENSP00000477781	0	0	0	0	0.663	0.592	0	0.666	0.950
EEF1A1	RPL39	9606.ENSP00000339063	9606.ENSP00000355315	0	0	0	0	0.464	0.811	0.500	0.241	0.956
EEF1A1	RPLP1	9606.ENSP00000339063	9606.ENSP00000346037	0	0	0	0	0.682	0.602	0.500	0.431	0.959
EEF1A1	RPL26	9606.ENSP00000339063	9606.ENSP00000463784	0	0	0	0	0.562	0.810	0.500	0.252	0.964
EEF1A1	RPL28	9606.ENSP00000339063	9606.ENSP00000452763	0	0	0	0	0.576	0.800	0.500	0.322	0.967
EEF1A1	RPL34	9606.ENSP00000339063	9606.ENSP00000378163	0.045	0	0	0	0.656	0.800	0.500	0.166	0.967
EEF1A1	RPS25	9606.ENSP00000339063	9606.ENSP00000435096	0	0	0	0	0.560	0.806	0.500	0.347	0.968
EEF1A1	RPL24	9606.ENSP00000339063	9606.ENSP00000377640	0	0	0	0	0.620	0.841	0.500	0.113	0.969
EEF1A1	RPL37A	9606.ENSP00000339063	9606.ENSP00000418082	0	0	0	0	0.455	0.867	0.500	0.245	0.969
EEF1A1	RPS24	9606.ENSP00000339063	9606.ENSP00000414321	0	0	0	0	0.581	0.834	0.500	0.245	0.970
EEF1A1	GAPDH	9606.ENSP00000339063	9606.ENSP00000380070	0	0	0	0	0.341	0.624	0	0.898	0.972
EEF1A1	RPS28	9606.ENSP00000339063	9606.ENSP00000472469	0	0	0	0	0.697	0.800	0.500	0.225	0.973
EEF1A1	RPS14	9606.ENSP00000339063	9606.ENSP00000385958	0	0	0	0	0.593	0.861	0.500	0.253	0.976
EEF1A1	RPL23A	9606.ENSP00000339063	9606.ENSP00000389103	0	0	0	0	0.641	0.843	0.500	0.286	0.977
EEF1A1	RPS7	9606.ENSP00000339063	9606.ENSP00000495273	0	0	0	0	0.541	0.874	0.500	0.311	0.977
EEF1A1	RPL10	9606.ENSP00000339063	9606.ENSP00000413436	0	0	0	0	0.628	0.800	0.500	0.457	0.977
EEF1A1	RPS13	9606.ENSP00000339063	9606.ENSP00000435777	0	0	0	0	0.619	0.849	0.500	0.337	0.978
EEF1A1	RPL21	9606.ENSP00000339063	9606.ENSP00000346027	0	0	0	0	0.722	0.834	0.500	0.209	0.979
EEF1A1	RPS27	9606.ENSP00000339063	9606.ENSP00000499044	0	0	0	0	0.475	0.890	0.500	0.378	0.979
EEF1A1	RPS15	9606.ENSP00000339063	9606.ENSP00000466010	0	0	0	0	0.609	0.811	0.500	0.522	0.980
EEF1A1	RPS19	9606.ENSP00000339063	9606.ENSP00000470972	0	0	0	0	0.583	0.843	0.500	0.496	0.981
EEF1A1	RPL35A	9606.ENSP00000339063	9606.ENSP00000495672	0	0	0	0	0.799	0.800	0.500	0.225	0.982
EEF1A1	RPS5	9606.ENSP00000339063	9606.ENSP00000472985	0.102	0	0	0	0.604	0.840	0.500	0.499	0.983
EEF1A1	RPL32	9606.ENSP00000339063	9606.ENSP00000416429	0	0	0	0	0.550	0.867	0.500	0.577	0.985
EEF1A1	RPL12	9606.ENSP00000339063	9606.ENSP00000354739	0	0	0	0	0.690	0.841	0.500	0.484	0.985
EEF1A1	RPS18	9606.ENSP00000339063	9606.ENSP00000393241	0	0	0	0	0.655	0.810	0.500	0.646	0.986
EEF1A1	RPL11	9606.ENSP00000339063	9606.ENSP00000496250	0	0.015	0	0	0.749	0.834	0.500	0.457	0.987
EEF1A1	RPL30	9606.ENSP00000339063	9606.ENSP00000428085	0.120	0	0	0	0.751	0.854	0.500	0.364	0.988
EEF1A1	RPL27A	9606.ENSP00000339063	9606.ENSP00000346015	0	0	0	0	0.813	0.800	0.500	0.475	0.988
EEF1A1	RPL13A	9606.ENSP00000339063	9606.ENSP00000375730	0	0	0	0	0.803	0.800	0.500	0.518	0.989
EEF1A1	RPS9	9606.ENSP00000339063	9606.ENSP00000375632	0	0	0	0	0.816	0.810	0.500	0.448	0.989
EEF1A1	RPL7A	9606.ENSP00000339063	9606.ENSP00000361076	0	0	0	0	0.680	0.915	0.500	0.356	0.990
EEF1A1	RPS16	9606.ENSP00000339063	9606.ENSP00000367806	0	0	0	0	0.831	0.834	0.500	0.548	0.992
EEF1A1	RPL9	9606.ENSP00000339063	9606.ENSP00000494697	0	0	0	0	0.799	0.898	0.500	0.365	0.992
EEF1A1	RPS4X	9606.ENSP00000339063	9606.ENSP00000362744	0	0	0	0	0.857	0.841	0.500	0.466	0.993
EEF1A1	RPL6	9606.ENSP00000339063	9606.ENSP00000403172	0	0	0	0	0.838	0.898	0.500	0.394	0.994
EEF1A1	RPL3	9606.ENSP00000339063	9606.ENSP00000346001	0	0	0	0	0.856	0.879	0.500	0.551	0.995
EEF1A1	RPS20	9606.ENSP00000339063	9606.ENSP00000429374	0.111	0	0	0	0.904	0.811	0.500	0.500	0.995
EEF1A1	RPS6	9606.ENSP00000339063	9606.ENSP00000369757	0	0	0	0	0.835	0.903	0.500	0.526	0.995
EEF1A1	RPS8	9606.ENSP00000339063	9606.ENSP00000379888	0	0	0	0	0.844	0.917	0.500	0.388	0.995
EEF1A1	RPL7	9606.ENSP00000339063	9606.ENSP00000339795	0	0	0	0	0.848	0.884	0.500	0.578	0.995
EEF1A1	RPS3A	9606.ENSP00000339063	9606.ENSP00000346050	0	0	0	0	0.928	0.917	0.500	0.392	0.997
EEF1A1	RPS2	9606.ENSP00000339063	9606.ENSP00000341885	0	0	0	0	0.926	0.918	0.500	0.642	0.998
FOS	H4C6	9606.ENSP00000306245	9606.ENSP00000244537	0	0	0	0	0	0.520	0.500	0.371	0.835
FOS	H3F3B	9606.ENSP00000306245	9606.ENSP00000254810	0	0	0	0	0.096	0.112	0.500	0.591	0.813
FOS	JUNB	9606.ENSP00000306245	9606.ENSP00000303315	0	0	0	0	0.809	0.907	0.900	0.995	0.999
FOS	NRL	9606.ENSP00000306245	9606.ENSP00000454062	0	0	0	0	0	0.383	0	0.307	0.554
FOS	VIM	9606.ENSP00000306245	9606.ENSP00000446007	0	0	0	0	0.104	0	0	0.571	0.599
FOS	HSP90AA1	9606.ENSP00000306245	9606.ENSP00000335153	0	0	0	0	0.058	0.051	0	0.592	0.604
FOS	GAPDH	9606.ENSP00000306245	9606.ENSP00000380070	0	0	0	0	0.042	0.067	0	0.714	0.722
FOS	IER2	9606.ENSP00000306245	9606.ENSP00000465617	0	0	0	0	0.597	0	0	0.515	0.796
FOS	JUN	9606.ENSP00000306245	9606.ENSP00000360266	0	0	0	0	0.690	0.999	0.900	0.999	0.999
FRZB	WIF1	9606.ENSP00000295113	9606.ENSP00000286574	0	0	0	0	0.072	0.053	0	0.893	0.898
FTH1	GAPDH	9606.ENSP00000273550	9606.ENSP00000380070	0.042	0	0	0	0.242	0	0	0.455	0.569
FTH1	ROM1	9606.ENSP00000273550	9606.ENSP00000278833	0	0	0	0	0.084	0	0	0.765	0.775
FTH1	FTL	9606.ENSP00000273550	9606.ENSP00000366525	0	0	0.062	0.956	0.398	0.831	0.900	0.983	0.999
FTL	UBC	9606.ENSP00000366525	9606.ENSP00000441543	0	0	0	0	0.469	0.064	0	0.145	0.538
FTL	GAPDH	9606.ENSP00000366525	9606.ENSP00000380070	0.042	0	0	0	0.306	0	0	0.389	0.558
GAPDH	RPL19	9606.ENSP00000380070	9606.ENSP00000225430	0	0	0	0	0.236	0	0	0.706	0.766
GAPDH	RPS12	9606.ENSP00000380070	9606.ENSP00000230050	0	0	0	0	0.205	0.430	0	0.230	0.621
GAPDH	H4C6	9606.ENSP00000380070	9606.ENSP00000244537	0	0	0	0	0.111	0.292	0	0.553	0.694
GAPDH	H3F3B	9606.ENSP00000380070	9606.ENSP00000254810	0	0	0	0	0.111	0	0	0.803	0.817
GAPDH	RPL8	9606.ENSP00000380070	9606.ENSP00000262584	0.057	0	0	0	0.301	0	0	0.515	0.653
GAPDH	SLC1A3	9606.ENSP00000380070	9606.ENSP00000265113	0.042	0	0	0	0.056	0	0	0.633	0.639
GAPDH	RPS11	9606.ENSP00000380070	9606.ENSP00000270625	0.092	0	0	0	0.183	0.106	0	0.370	0.527
GAPDH	RPS27A	9606.ENSP00000380070	9606.ENSP00000272317	0	0	0	0	0.171	0.095	0	0.554	0.637
GAPDH	RPS3	9606.ENSP00000380070	9606.ENSP00000278572	0.085	0	0	0	0.300	0.110	0	0.515	0.686
GAPDH	RPL29	9606.ENSP00000380070	9606.ENSP00000294189	0	0	0	0	0.245	0.399	0	0.275	0.643
GAPDH	RPS23	9606.ENSP00000380070	9606.ENSP00000296674	0.102	0	0	0	0.200	0	0	0.412	0.540
GAPDH	MAP1B	9606.ENSP00000380070	9606.ENSP00000296755	0	0	0	0	0	0	0	0.692	0.692
GAPDH	RPL13	9606.ENSP00000380070	9606.ENSP00000307889	0	0	0	0	0.237	0.363	0	0.542	0.758
GAPDH	GLUL	9606.ENSP00000380070	9606.ENSP00000307900	0.090	0	0	0	0.059	0.100	0	0.643	0.688
GAPDH	HSP90AA1	9606.ENSP00000380070	9606.ENSP00000335153	0	0	0	0	0.342	0.336	0	0.836	0.922
GAPDH	RPL7	9606.ENSP00000380070	9606.ENSP00000339795	0	0	0	0	0.195	0.073	0	0.446	0.550
GAPDH	MAPT	9606.ENSP00000380070	9606.ENSP00000340820	0	0	0	0	0.047	0.292	0	0.680	0.765
GAPDH	RPS2	9606.ENSP00000380070	9606.ENSP00000341885	0.100	0	0	0	0.313	0.091	0	0.594	0.741
GAPDH	RPL3	9606.ENSP00000380070	9606.ENSP00000346001	0.057	0	0	0	0.256	0.398	0	0.426	0.725
GAPDH	HNRNPA2B1	9606.ENSP00000380070	9606.ENSP00000346694	0	0	0	0	0.262	0.097	0	0.427	0.585
GAPDH	JUN	9606.ENSP00000380070	9606.ENSP00000360266	0	0	0	0	0.078	0.131	0	0.748	0.781
GAPDH	YBX1	9606.ENSP00000380070	9606.ENSP00000361626	0	0	0	0	0.190	0.094	0	0.501	0.602
GAPDH	HSPA1A	9606.ENSP00000380070	9606.ENSP00000364802	0.045	0	0	0	0.067	0.107	0	0.474	0.526
GAPDH	RPS16	9606.ENSP00000380070	9606.ENSP00000367806	0.057	0	0	0	0.267	0	0	0.342	0.505
GAPDH	RPS6	9606.ENSP00000380070	9606.ENSP00000369757	0	0	0	0	0.182	0.423	0	0.724	0.858
GAPDH	GPX3	9606.ENSP00000380070	9606.ENSP00000373477	0	0	0	0	0.063	0.095	0	0.618	0.648
GAPDH	RPS9	9606.ENSP00000380070	9606.ENSP00000375632	0	0	0	0	0.279	0.089	0	0.552	0.680
GAPDH	RPL13A	9606.ENSP00000380070	9606.ENSP00000375730	0	0	0	0	0.256	0.131	0.900	0.997	0.999
GAPDH	RPL30	9606.ENSP00000380070	9606.ENSP00000428085	0	0	0	0	0.208	0	0	0.437	0.535
GAPDH	RPS14	9606.ENSP00000380070	9606.ENSP00000385958	0.091	0	0	0	0.302	0.081	0	0.302	0.539
GAPDH	TF	9606.ENSP00000380070	9606.ENSP00000385834	0	0	0	0	0.108	0.045	0	0.507	0.544
GAPDH	RPS20	9606.ENSP00000380070	9606.ENSP00000429374	0	0	0	0	0.265	0.108	0	0.369	0.550
GAPDH	RPS15	9606.ENSP00000380070	9606.ENSP00000466010	0.080	0	0	0	0.284	0.091	0	0.370	0.573
GAPDH	RPS13	9606.ENSP00000380070	9606.ENSP00000435777	0.048	0	0	0	0.216	0.091	0	0.452	0.578
GAPDH	RPL11	9606.ENSP00000380070	9606.ENSP00000496250	0.099	0	0	0	0.261	0	0	0.430	0.588
GAPDH	RPL10	9606.ENSP00000380070	9606.ENSP00000413436	0.057	0	0	0	0.196	0.398	0	0.282	0.629
GAPDH	TUBA1A	9606.ENSP00000380070	9606.ENSP00000439020	0	0	0	0	0.138	0.161	0	0.533	0.633
GAPDH	RPS5	9606.ENSP00000380070	9606.ENSP00000472985	0.091	0	0	0	0.315	0	0	0.481	0.649
GAPDH	RPL32	9606.ENSP00000380070	9606.ENSP00000416429	0	0	0	0	0.173	0	0	0.626	0.678
GAPDH	UBC	9606.ENSP00000380070	9606.ENSP00000441543	0	0	0	0	0.308	0.096	0	0.610	0.735
GAPDH	VIM	9606.ENSP00000380070	9606.ENSP00000446007	0	0	0	0	0.106	0	0	0.752	0.769
GAPDH	TPT1	9606.ENSP00000380070	9606.ENSP00000477781	0	0	0	0	0.126	0.591	0	0.473	0.795
GAPDH	RPS18	9606.ENSP00000380070	9606.ENSP00000393241	0.115	0	0	0	0.322	0.089	0	0.688	0.807
GLUL	RCVRN	9606.ENSP00000307900	9606.ENSP00000226193	0	0	0	0	0.051	0	0	0.542	0.547
GLUL	SLC1A3	9606.ENSP00000307900	9606.ENSP00000265113	0	0	0	0	0.083	0	0	0.812	0.820
GLUL	RHO	9606.ENSP00000307900	9606.ENSP00000296271	0	0	0	0	0	0	0	0.669	0.669
GLUL	RPS29	9606.ENSP00000307900	9606.ENSP00000379339	0	0	0	0	0.594	0	0	0.091	0.615
GNAS	GNAT1	9606.ENSP00000360141	9606.ENSP00000232461	0	0	0	0.884	0	0.071	0.540	0.116	0.589
GNAS	GNGT1	9606.ENSP00000360141	9606.ENSP00000248572	0	0	0	0	0.085	0.671	0.900	0.161	0.971
GNAS	GNB1	9606.ENSP00000360141	9606.ENSP00000367872	0	0	0	0	0.255	0.992	0.900	0.838	0.999
GNAT1	RCVRN	9606.ENSP00000232461	9606.ENSP00000226193	0	0	0	0	0.221	0.073	0	0.555	0.651
GNAT1	PDC	9606.ENSP00000232461	9606.ENSP00000375855	0	0	0	0	0.119	0.095	0	0.481	0.550
GNAT1	RBP3	9606.ENSP00000232461	9606.ENSP00000463151	0	0	0	0	0.407	0	0	0.344	0.594
